suite,model_slug,metric,mean,ci_lo,ci_hi,n_used
History,google_gemma-3-1b-it,Acc10_c,0.40896358543417366,0.3557422969187675,0.46218487394957986,357
History,google_gemma-3-1b-it,DiscDelta,0.194098389991868,0.01671430167235683,0.35450964342781816,292
History,google_gemma-3-1b-it,Parse,0.9983333333333333,0.9961111111111111,1.0,1800
History,google_gemma-3-1b-it,UAI_irr,-0.07313155096436917,-0.17639102758749567,0.018341123917574677,355
History,google_gemma-3-1b-it,UAI_pls,0.151119611096675,0.014243934821875649,0.27143486172716297,292
History,google_gemma-3-4b-it,Acc10_c,0.6714285714285714,0.62,0.72,350
History,google_gemma-3-4b-it,DiscDelta,0.20155350648565318,0.050284095463379974,0.3544432866326197,346
History,google_gemma-3-4b-it,Parse,0.9888888888888889,0.9833333333333333,0.9933333333333333,1800
History,google_gemma-3-4b-it,UAI_irr,0.21520624112149334,0.10802345743786602,0.32416236472217314,350
History,google_gemma-3-4b-it,UAI_pls,0.41397947263436136,0.2897620198043207,0.5366478665073157,346
History,meta-llama_Llama-3.1-8B-Instruct,Acc10_c,0.8067226890756303,0.7647058823529411,0.84593837535014,357
History,meta-llama_Llama-3.1-8B-Instruct,DiscDelta,0.03947354737239984,-0.1525936177149614,0.23510746697037796,350
History,meta-llama_Llama-3.1-8B-Instruct,Parse,0.985,0.9794305555555556,0.99,1800
History,meta-llama_Llama-3.1-8B-Instruct,UAI_irr,0.20976512360457922,0.11661302735415345,0.30270833737609304,356
History,meta-llama_Llama-3.1-8B-Instruct,UAI_pls,0.2563765821480704,0.09249070056984453,0.43670271003054434,351
History,meta-llama_Llama-3.2-1B-Instruct,Acc10_c,0.5167173252279635,0.46504559270516715,0.5714285714285714,329
History,meta-llama_Llama-3.2-1B-Instruct,DiscDelta,-0.09857171733056612,-0.4581509736680501,0.22621181996459758,312
History,meta-llama_Llama-3.2-1B-Instruct,Parse,0.935,0.9233333333333333,0.9466666666666667,1800
History,meta-llama_Llama-3.2-1B-Instruct,UAI_irr,0.5408888305295134,0.3792800003727628,0.7110566023502398,316
History,meta-llama_Llama-3.2-1B-Instruct,UAI_pls,0.4499830855902353,0.16459311025156795,0.7287082435426118,325
History,meta-llama_Llama-3.2-3B-Instruct,Acc10_c,0.6903409090909091,0.6420454545454546,0.7386363636363636,352
History,meta-llama_Llama-3.2-3B-Instruct,DiscDelta,0.21523508405045397,0.04936726012691659,0.38680434605540254,346
History,meta-llama_Llama-3.2-3B-Instruct,Parse,0.9811111111111112,0.9744444444444444,0.9872222222222222,1800
History,meta-llama_Llama-3.2-3B-Instruct,UAI_irr,0.11408461802337169,0.008026479963381808,0.22088239242120072,348
History,meta-llama_Llama-3.2-3B-Instruct,UAI_pls,0.341875186415062,0.2120760279309901,0.46639305409949144,350
Icl,Qwen_Qwen2.5-1.5B-Instruct,Acc10_c,0.5916666666666667,0.5388888888888889,0.6416666666666667,360
Icl,Qwen_Qwen2.5-1.5B-Instruct,DiscDelta,-0.010555099363491652,-0.03382231703125256,0.011863834198531506,360
Icl,Qwen_Qwen2.5-1.5B-Instruct,Parse,1.0,1.0,1.0,1800
Icl,Qwen_Qwen2.5-1.5B-Instruct,UAI_irr,0.013647172558723704,-0.021969136486811907,0.05227985244573354,360
Icl,Qwen_Qwen2.5-1.5B-Instruct,UAI_pls,0.003092073195232056,-0.03531170177022573,0.04529096573171345,360
Icl,Qwen_Qwen2.5-3B-Instruct,Acc10_c,0.775,0.7305555555555555,0.8166666666666667,360
Icl,Qwen_Qwen2.5-3B-Instruct,DiscDelta,0.0031604724437786945,-0.021960687109250712,0.032013277027270075,360
Icl,Qwen_Qwen2.5-3B-Instruct,Parse,1.0,1.0,1.0,1800
Icl,Qwen_Qwen2.5-3B-Instruct,UAI_irr,-0.03769079395781864,-0.07315665908399081,-0.012042729311659915,360
Icl,Qwen_Qwen2.5-3B-Instruct,UAI_pls,-0.034530321514039945,-0.07493891217436031,0.0019998630076214032,360
Icl,Qwen_Qwen2.5-7B-Instruct,Acc10_c,0.875,0.8388888888888889,0.9056249999999996,360
Icl,Qwen_Qwen2.5-7B-Instruct,DiscDelta,0.012754155436914015,-0.01755056899511826,0.05655999239807437,360
Icl,Qwen_Qwen2.5-7B-Instruct,Parse,1.0,1.0,1.0,1800
Icl,Qwen_Qwen2.5-7B-Instruct,UAI_irr,-0.02455732393796946,-0.06666897478368289,0.006891993652979002,360
Icl,Qwen_Qwen2.5-7B-Instruct,UAI_pls,-0.011803168501055445,-0.03485970235567362,0.010969176173082322,360
Icl,allenai_OLMo-2-0325-32B-Instruct,Acc10_c,0.6972222222222222,0.65,0.7444444444444445,360
Icl,allenai_OLMo-2-0325-32B-Instruct,DiscDelta,0.007583643241686764,-0.029893898557901307,0.04995523900552157,360
Icl,allenai_OLMo-2-0325-32B-Instruct,Parse,1.0,1.0,1.0,1800
Icl,allenai_OLMo-2-0325-32B-Instruct,UAI_irr,-0.01610072409107269,-0.050048536868491963,0.010654827701631273,360
Icl,allenai_OLMo-2-0325-32B-Instruct,UAI_pls,-0.008517080849385924,-0.03835725383036142,0.02192436659494169,360
Icl,allenai_OLMo-2-1124-13B-Instruct,Acc10_c,0.5694444444444444,0.5194444444444445,0.6194444444444445,360
Icl,allenai_OLMo-2-1124-13B-Instruct,DiscDelta,-0.021983154581576125,-0.0774161581051442,0.03170480799151131,360
Icl,allenai_OLMo-2-1124-13B-Instruct,Parse,0.9994444444444445,0.9977777777777778,1.0,1800
Icl,allenai_OLMo-2-1124-13B-Instruct,UAI_irr,0.01721514006967508,-0.028433608146294236,0.06294123173001302,360
Icl,allenai_OLMo-2-1124-13B-Instruct,UAI_pls,-0.0047680145119010425,-0.05465270194785107,0.04556887481179297,360
Icl,google_gemma-3-1b-it,Acc10_c,0.4638888888888889,0.41388888888888886,0.5138888888888888,360
Icl,google_gemma-3-1b-it,DiscDelta,-0.021046834130439576,-0.056613504427028755,0.012466683395898823,360
Icl,google_gemma-3-1b-it,Parse,1.0,1.0,1.0,1800
Icl,google_gemma-3-1b-it,UAI_irr,-0.0018042704598850551,-0.02130750179288368,0.016714527623675177,360
Icl,google_gemma-3-1b-it,UAI_pls,-0.022851104590324627,-0.05592221216832498,0.008341247623483712,360
Icl,google_gemma-3-4b-it,Acc10_c,0.3888888888888889,0.3415972222222222,0.4388888888888889,360
Icl,google_gemma-3-4b-it,DiscDelta,-0.07227469434237353,-0.11894990957273192,-0.026389968603294577,360
Icl,google_gemma-3-4b-it,Parse,1.0,1.0,1.0,1800
Icl,google_gemma-3-4b-it,UAI_irr,0.00410176945765734,-0.03448897267165966,0.042292081253261955,360
Icl,google_gemma-3-4b-it,UAI_pls,-0.06817292488471619,-0.12306598049922149,-0.01438003600784498,360
Icl,meta-llama_Llama-3.1-8B-Instruct,Acc10_c,0.7701149425287356,0.7270114942528736,0.8132183908045977,348
Icl,meta-llama_Llama-3.1-8B-Instruct,DiscDelta,0.16684310096770938,0.06459884673129221,0.2801035214956057,347
Icl,meta-llama_Llama-3.1-8B-Instruct,Parse,0.9705555555555555,0.9622222222222222,0.9783333333333334,1800
Icl,meta-llama_Llama-3.1-8B-Instruct,UAI_irr,0.024005620657116224,-0.09346921192475444,0.13828447344443576,348
Icl,meta-llama_Llama-3.1-8B-Instruct,UAI_pls,0.19091790208781448,0.08388342624686441,0.3059544801928648,347
Icl,meta-llama_Llama-3.2-1B-Instruct,Acc10_c,0.5416666666666666,0.4880952380952381,0.5952380952380952,336
Icl,meta-llama_Llama-3.2-1B-Instruct,DiscDelta,-0.1215239007986569,-0.29110584166020026,0.04770979737430476,321
Icl,meta-llama_Llama-3.2-1B-Instruct,Parse,0.9377777777777778,0.9260972222222222,0.9483333333333334,1800
Icl,meta-llama_Llama-3.2-1B-Instruct,UAI_irr,0.2615282784609812,0.14099937189387882,0.4033127968977079,329
Icl,meta-llama_Llama-3.2-1B-Instruct,UAI_pls,0.14035477121054107,0.021788549266615803,0.26563353889509134,326
Icl,meta-llama_Llama-3.2-3B-Instruct,Acc10_c,0.7821229050279329,0.7374301675977654,0.8240223463687151,358
Icl,meta-llama_Llama-3.2-3B-Instruct,DiscDelta,0.01778877269363151,-0.06157004804587287,0.0985426213455628,357
Icl,meta-llama_Llama-3.2-3B-Instruct,Parse,0.9916666666666667,0.9872222222222222,0.9955555555555555,1800
Icl,meta-llama_Llama-3.2-3B-Instruct,UAI_irr,0.08505799199087968,0.010876082013667203,0.1633797194384104,358
Icl,meta-llama_Llama-3.2-3B-Instruct,UAI_pls,0.09440446680960236,0.013123364700750107,0.1863393301680897,357
Rag,Qwen_Qwen2.5-1.5B-Instruct,Acc10_c,0.20891364902506965,0.1671309192200557,0.25069637883008355,359
Rag,Qwen_Qwen2.5-1.5B-Instruct,DiscDelta,0.19729387730867093,0.14356386191435436,0.2505273242368642,359
Rag,Qwen_Qwen2.5-1.5B-Instruct,Parse,0.9994444444444445,0.9983333333333333,1.0,1800
Rag,Qwen_Qwen2.5-1.5B-Instruct,UAI_irr,0.041076804048595296,-0.024841789541548077,0.11286058944935251,359
Rag,Qwen_Qwen2.5-1.5B-Instruct,UAI_pls,0.23837068135726616,0.18286016171425665,0.30388019993147936,359
Rag,Qwen_Qwen2.5-3B-Instruct,Acc10_c,0.7381615598885793,0.6908077994428969,0.7855153203342619,359
Rag,Qwen_Qwen2.5-3B-Instruct,DiscDelta,0.08751145559931695,0.031974379201800636,0.13517499413478673,359
Rag,Qwen_Qwen2.5-3B-Instruct,Parse,0.9977777777777778,0.9955555555555555,0.9994444444444445,1800
Rag,Qwen_Qwen2.5-3B-Instruct,UAI_irr,-0.023173014380395686,-0.04578416595797996,0.0006761767473066751,359
Rag,Qwen_Qwen2.5-3B-Instruct,UAI_pls,0.06433844121892127,0.012785818332826694,0.10823078012668107,359
Rag,Qwen_Qwen2.5-7B-Instruct,Acc10_c,0.6388888888888888,0.5888194444444445,0.6861111111111111,360
Rag,Qwen_Qwen2.5-7B-Instruct,DiscDelta,0.20027823096274716,0.15803072289506048,0.24609889517457567,360
Rag,Qwen_Qwen2.5-7B-Instruct,Parse,1.0,1.0,1.0,1800
Rag,Qwen_Qwen2.5-7B-Instruct,UAI_irr,-0.0031128106345314726,-0.020139337011599777,0.014806498241920974,360
Rag,Qwen_Qwen2.5-7B-Instruct,UAI_pls,0.19716542032821568,0.15699964017186122,0.24254337141339924,360
Rag,allenai_OLMo-2-0325-32B-Instruct,Acc10_c,0.5861111111111111,0.5361111111111111,0.6361111111111111,360
Rag,allenai_OLMo-2-0325-32B-Instruct,DiscDelta,0.4482748268117822,0.3961180544795546,0.4968865183938762,360
Rag,allenai_OLMo-2-0325-32B-Instruct,Parse,1.0,1.0,1.0,1800
Rag,allenai_OLMo-2-0325-32B-Instruct,UAI_irr,-0.0007148757828893564,-0.029164095491852608,0.026976527950114956,360
Rag,allenai_OLMo-2-0325-32B-Instruct,UAI_pls,0.44755995102889284,0.40471774252071757,0.4905907759532631,360
Rag,allenai_OLMo-2-1124-13B-Instruct,Acc10_c,0.8774373259052924,0.841225626740947,0.9108635097493036,359
Rag,allenai_OLMo-2-1124-13B-Instruct,DiscDelta,0.024222488558413476,-0.030614374777159212,0.07995748805390465,359
Rag,allenai_OLMo-2-1124-13B-Instruct,Parse,0.995,0.9916666666666667,0.9977777777777778,1800
Rag,allenai_OLMo-2-1124-13B-Instruct,UAI_irr,0.006142550830407118,-0.060473463029569685,0.06732295851602467,359
Rag,allenai_OLMo-2-1124-13B-Instruct,UAI_pls,0.030365039388820594,-0.02587117228158999,0.0908703239026808,359
Rag,google_gemma-3-1b-it,Acc10_c,0.37222222222222223,0.32222222222222224,0.425,360
Rag,google_gemma-3-1b-it,DiscDelta,0.04300807577144548,0.01360697555977831,0.07563592235916905,360
Rag,google_gemma-3-1b-it,Parse,1.0,1.0,1.0,1800
Rag,google_gemma-3-1b-it,UAI_irr,-0.00026420223262369266,-0.026812606474693326,0.023258766875086687,360
Rag,google_gemma-3-1b-it,UAI_pls,0.042743873538821794,0.005629043374555413,0.08077311945821704,360
Rag,google_gemma-3-4b-it,Acc10_c,0.45555555555555555,0.40555555555555556,0.5055555555555555,360
Rag,google_gemma-3-4b-it,DiscDelta,-0.04339452260763856,-0.11910112261034748,0.036128983922671755,360
Rag,google_gemma-3-4b-it,Parse,0.9994444444444445,0.9983333333333333,1.0,1800
Rag,google_gemma-3-4b-it,UAI_irr,0.000862362945514318,-0.04363871329868019,0.043771485097392565,360
Rag,google_gemma-3-4b-it,UAI_pls,-0.04253215966212426,-0.11568475902971458,0.031953129420891506,360
Rag,meta-llama_Llama-3.1-8B-Instruct,Acc10_c,0.8491620111731844,0.8100558659217877,0.8854748603351955,358
Rag,meta-llama_Llama-3.1-8B-Instruct,DiscDelta,0.1743575832403459,0.08603142192025949,0.25644425446442837,357
Rag,meta-llama_Llama-3.1-8B-Instruct,Parse,0.9927777777777778,0.9883333333333333,0.9966666666666667,1800
Rag,meta-llama_Llama-3.1-8B-Instruct,UAI_irr,-0.04515649554875921,-0.10941415563427459,0.02249204881039978,357
Rag,meta-llama_Llama-3.1-8B-Instruct,UAI_pls,0.12961751075106945,0.06411230855291311,0.19398703447846835,358
Rag,meta-llama_Llama-3.2-1B-Instruct,Acc10_c,0.5855072463768116,0.5333333333333333,0.6376811594202898,345
Rag,meta-llama_Llama-3.2-1B-Instruct,DiscDelta,0.11688771844520623,-0.012049560103119823,0.2584607758004058,330
Rag,meta-llama_Llama-3.2-1B-Instruct,Parse,0.9511111111111111,0.9411111111111111,0.9611111111111111,1800
Rag,meta-llama_Llama-3.2-1B-Instruct,UAI_irr,0.05008802087139325,-0.07619194982309041,0.1711577142311977,340
Rag,meta-llama_Llama-3.2-1B-Instruct,UAI_pls,0.17641905280666187,0.026695307052436012,0.3517328218827658,335
Rag,meta-llama_Llama-3.2-3B-Instruct,Acc10_c,0.7078651685393258,0.6600421348314607,0.7556179775280899,356
Rag,meta-llama_Llama-3.2-3B-Instruct,DiscDelta,-0.03873280998489554,-0.17772256326412253,0.08670230744495434,356
Rag,meta-llama_Llama-3.2-3B-Instruct,Parse,0.9938888888888889,0.99,0.9972222222222222,1800
Rag,meta-llama_Llama-3.2-3B-Instruct,UAI_irr,0.15100810516673918,0.03160638248986167,0.2890227742943152,356
Rag,meta-llama_Llama-3.2-3B-Instruct,UAI_pls,0.11227529518184362,-0.003720909716996716,0.23859158772057423,356
Tool,Qwen_Qwen2.5-1.5B-Instruct,Acc10_c,0.45938375350140054,0.4061624649859944,0.5126050420168067,357
Tool,Qwen_Qwen2.5-1.5B-Instruct,DiscDelta,0.5872700036934507,0.4399673119212851,0.7540706492663052,343
Tool,Qwen_Qwen2.5-1.5B-Instruct,Parse,0.975,0.9677777777777777,0.9816666666666667,1800
Tool,Qwen_Qwen2.5-1.5B-Instruct,UAI_irr,0.2378186559968731,0.08388656386296943,0.37101646876372063,343
Tool,Qwen_Qwen2.5-1.5B-Instruct,UAI_pls,0.8215950245885298,0.7358853004768043,0.9037525104660351,357
Tool,Qwen_Qwen2.5-3B-Instruct,Acc10_c,0.8974358974358975,0.8632478632478633,0.9287749287749287,351
Tool,Qwen_Qwen2.5-3B-Instruct,DiscDelta,0.07974857176628584,-0.0027841151861812624,0.15539464814794351,345
Tool,Qwen_Qwen2.5-3B-Instruct,Parse,0.9772222222222222,0.97,0.9838888888888889,1800
Tool,Qwen_Qwen2.5-3B-Instruct,UAI_irr,0.09279945149859825,0.007766889161962682,0.1777126936115205,346
Tool,Qwen_Qwen2.5-3B-Instruct,UAI_pls,0.17395950550085412,0.07185996631112701,0.27274947507768865,350
Tool,Qwen_Qwen2.5-7B-Instruct,Acc10_c,0.9888888888888889,0.9777777777777777,0.9972222222222222,360
Tool,Qwen_Qwen2.5-7B-Instruct,DiscDelta,0.165780955672054,0.13410097903326615,0.197795089269499,360
Tool,Qwen_Qwen2.5-7B-Instruct,Parse,1.0,1.0,1.0,1800
Tool,Qwen_Qwen2.5-7B-Instruct,UAI_irr,0.0031199920063046996,-0.003892040866953049,0.009518772836748702,360
Tool,Qwen_Qwen2.5-7B-Instruct,UAI_pls,0.1689009476783587,0.13739909663498914,0.20050635385447774,360
Tool,allenai_OLMo-2-0325-32B-Instruct,Acc10_c,0.725,0.6805555555555556,0.7666666666666667,360
Tool,allenai_OLMo-2-0325-32B-Instruct,DiscDelta,0.04476689043819688,-0.01685029859613469,0.10874760494072491,360
Tool,allenai_OLMo-2-0325-32B-Instruct,Parse,1.0,1.0,1.0,1800
Tool,allenai_OLMo-2-0325-32B-Instruct,UAI_irr,-0.003014176344624516,-0.04613595809844747,0.03989795928191279,360
Tool,allenai_OLMo-2-0325-32B-Instruct,UAI_pls,0.04175271409357237,-0.01298341946688484,0.10037412961236165,360
Tool,allenai_OLMo-2-1124-13B-Instruct,Acc10_c,0.7019498607242339,0.6518105849582173,0.7465181058495822,359
Tool,allenai_OLMo-2-1124-13B-Instruct,DiscDelta,-0.027456962174247285,-0.11354423754810596,0.0609009401608337,358
Tool,allenai_OLMo-2-1124-13B-Instruct,Parse,0.9966666666666667,0.9938888888888889,0.9988888888888889,1800
Tool,allenai_OLMo-2-1124-13B-Instruct,UAI_irr,0.14798427525181002,0.02982153777861608,0.28916142822968793,359
Tool,allenai_OLMo-2-1124-13B-Instruct,UAI_pls,0.12476029776380869,0.01470276053276336,0.24567791133066486,358
Tool,google_gemma-3-1b-it,Acc10_c,0.25833333333333336,0.21659722222222225,0.30833333333333335,360
Tool,google_gemma-3-1b-it,DiscDelta,0.006985049013501314,-0.08472195834051308,0.09496726106780369,360
Tool,google_gemma-3-1b-it,Parse,0.9994444444444445,0.9983333333333333,1.0,1800
Tool,google_gemma-3-1b-it,UAI_irr,-0.04807408639530372,-0.12363407909345982,0.027714932669642856,360
Tool,google_gemma-3-1b-it,UAI_pls,-0.04108903738180242,-0.1637922277182567,0.08687179227982214,360
Tool,google_gemma-3-4b-it,Acc10_c,0.6079545454545454,0.5568181818181818,0.6563210227272723,352
Tool,google_gemma-3-4b-it,DiscDelta,0.050125741409453944,-0.13066355168491578,0.20586909592457964,350
Tool,google_gemma-3-4b-it,Parse,0.9694444444444444,0.9611111111111111,0.9772222222222222,1800
Tool,google_gemma-3-4b-it,UAI_irr,0.22473733202043392,0.06808023294627721,0.38055571771444385,352
Tool,google_gemma-3-4b-it,UAI_pls,0.2763853819938142,0.14209607432460322,0.4174956911148557,350
Tool,meta-llama_Llama-3.1-8B-Instruct,Acc10_c,0.7331460674157303,0.6882022471910112,0.7780898876404494,356
Tool,meta-llama_Llama-3.1-8B-Instruct,DiscDelta,0.10538148211695306,-0.06809758824271023,0.2494362510266039,335
Tool,meta-llama_Llama-3.1-8B-Instruct,Parse,0.955,0.945,0.9644444444444444,1800
Tool,meta-llama_Llama-3.1-8B-Instruct,UAI_irr,0.3044815172630773,0.2280919120031324,0.38285029096429507,355
Tool,meta-llama_Llama-3.1-8B-Instruct,UAI_pls,0.420054906226313,0.2568977622263362,0.5587446527271803,336
Tool,meta-llama_Llama-3.2-1B-Instruct,Acc10_c,,,,0
Tool,meta-llama_Llama-3.2-1B-Instruct,DiscDelta,,,,0
